carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Limousine,Yellow,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Mercedes-benz,1991,89700,"",190,190 E 2.5-16 Evo II ABS,"","","",7,null
Kleinwagen,Gold,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Renault,1985,59900,"",R5,R5 Turbo 2,"","","",5,null
Coupé,Grey,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Audi,2007,65000,"",R8,R8 Coupé 4.2,"","","",6,l_km_consumption
Limousine,Green,Occasion,"",Schaltgetriebe,Zuzwil,"",BMW,1980,176000,"",323,323i,"","","",10,l_km_consumption
Coupé,Orange,Occasion,"",Automatik-Getriebe,Zuzwil,"",Porsche,2007,5000,"",911,GT3 CUP Rennwagen,"","","",1,null
Coupé,Black,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Lamborghini,2011,19300,"",GALLARDO,Gallardo LP570-4 Coupé SL,"","","",1,l_km_consumption
Limousine,Black,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2003,121900,"",S 55 AMG,S 55 AMG,"","","",3,l_km_consumption
Limousine,Black,Occasion,"",Automat,Zuzwil,"",BMW-alpina,1998,94400,"",5 SERIES,B10 4.6 S.Tronic,"","","",10,l_km_consumption
Cabriolet,Black,Occasion,"",Schaltgetriebe,Zuzwil,"",Yes!,2007,9400,"","",Roadster 3.2,"","","",9,null
Coupé,Black,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,1984,108500,"",911,911 Carrera,"","","",2,null
Limousine,Black,Occasion,"",Automat,Zuzwil,"",Audi,1999,19900,"",A8,A8 3.7,"","","",6,l_km_consumption
Limousine,Other,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2004,120900,"",CLS 500,CLS 500,"","","",11,l_km_consumption
SUV / Geländewagen,Black,Occasion,"",Automat,Zuzwil,"",Land Rover,1995,46500,"",RANGE ROVER,Range Rover 4.6 HSE,"","","",12,l_km_consumption
Coupé,Black,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Audi,2009,26500,"",R8,R8 Coupé 5.2,"","","",7,l_km_consumption
Coupé,Black,Occasion,"",Automat,Zuzwil,"",Maserati,1996,40600,"",GHIBLI,Ghibli 2.8 GT,"","","",3,null
Limousine,Blue,Occasion,"",Schaltgetriebe,Zuzwil,"",Nsu,1971,75000,"","",TTS,"","","",7,null
Coupé,Silver,Vorführmodell,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Ferrari,2008,26000,"",599,599 GTB,"","","",4,l_km_consumption
Coupé,Silver,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2000,75400,"",CL 600,CL 600,"","","",2,l_km_consumption
Coupé,Silver,Occasion,"",Schaltgetriebe,Sursee,"",Mercedes-benz,1955,5000,"",300,300SL W198,"","","",5,null
SUV / Geländewagen,Silver,Occasion,"",Automat,Zuzwil,"",Porsche,2003,156000,"",CAYENNE,Cayenne Turbo,"","","",1,l_km_consumption
Coupé,Silver,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Ferrari,2000,25000,"",F360,F360 Modena Berlinetta,"","","",11,l_km_consumption
Coupé,Silver,Occasion,"",Automatik-Getriebe,Zuzwil,"",Alfa Romeo,2008,37000,"",8C,Coupé,"","","",3,null
Limousine,White,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Triumph,1977,10800,"",Dolomite,Sprint,"","","",6,null
Limousine,White,Occasion,"",Automat,Zuzwil,"",Jaguar,1996,99900,"",XJ,XJR 4.0 Supercharged,"","","",1,l_km_consumption
Limousine,White,Occasion,"",Automat,Zuzwil,"",Rolls-royce,2004,56000,"",PHANTOM,Phantom 6.7 V12,"","","",1,l_km_consumption
Cabriolet,White,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2001,15600,"",SL 500,SL 500,"","","",11,l_km_consumption
Kombi,White,Occasion,"",Automat sequentiell,Zuzwil,"",Audi,2004,55000,"",RS6,RS6 Avant quattro,"","","",3,l_km_consumption
Cabriolet,Blue,Occasion,"",Automat,Zuzwil,"",BMW-alpina,2007,66800,"",6 SERIES,B6 4.4 V8 Cabrio,"","","",4,l_km_consumption
Coupé,Other,Occasion,"",Automatik-Getriebe,Zuzwil,"",Mercedes-benz,2012,12100,"",C 63 AMG,BLACK SERIES (Coupé),"","","",8,null
Limousine,Purple,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2005,128000,"",S 500,S 500,"","","",11,l_km_consumption
Kombi,Grey,Occasion,"",Automat sequentiell,Zuzwil,"",Audi,2002,38500,"",RS6,RS6 Avant quattro,"","","",11,l_km_consumption
Limousine,Grey,Occasion,"",Automatik-Getriebe,Zuzwil,"",BMW,1995,65400,"",740,740i,"","","",7,null
Coupé,Red,Occasion,"",Schaltgetriebe,Zuzwil,"",Renault,1982,82400,"",ALPINE,V6,"","","",11,null
Coupé,Black,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Lamborghini,2008,28500,"",GALLARDO,Gallardo LP560-4 Coupé,"","","",6,l_km_consumption
Limousine,Black,Occasion,"",Automatik-Getriebe,Zuzwil,"",Audi,2001,49300,"",S8,S8 4.2 quattro,"","","",3,l_km_consumption
Limousine,Black,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Maserati,2006,9800,"",QUATTROPORTE,Quattroporte 4.2,"","","",12,l_km_consumption
Cabriolet,Black,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,1996,81900,"",911,911 Carrera Cabrio,"","","",8,l_km_consumption
Limousine,Black,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2005,66100,"",CLS 500,CLS 500,"","","",3,l_km_consumption
Limousine,Black,Oldtimer,"",null,Zuzwil,"",Mercedes-benz,1973,110200,"",450,SLC,"","","",8,null
Coupé,Black,Neu,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Mclaren,2012,55,"",12C,MP4-12C 3.8 V8,"","","",6,l_km_consumption
Coupé,Black,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Hyundai,2007,26900,"",COUPÉ,Coupé 2.7 24V FX,"","","",4,l_km_consumption
Cabriolet,Blue,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Opel,2004,9000,"",SPEEDSTER,Speedster 2.2 16V,"","","",6,l_km_consumption
Kombi,Black,Occasion,"",Automat sequentiell,Zuzwil,"",BMW,2007,72000,"",550,550i Touring,"","","",4,l_km_consumption
Cabriolet,Black,Occasion,"",Automat,Zuzwil,"",Porsche,2004,75600,"",911,911 Carrera 4 S Cabrio,"","","",3,l_km_consumption
Cabriolet,Black,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2003,123400,"",SLK 32 AMG,SLK 32 AMG,"","","",8,l_km_consumption
Kombi,Black,Occasion,"",Automatik-Getriebe,Zuzwil,"",Saab,2002,117100,"",9-5,9-5 2.3T Aero,"","","",7,l_km_consumption
"",Black,Occasion,"",Schaltgetriebe,Zuzwil,"",Harley-davidson,2006,100,"","",HPU Hurricane TC,"","","",4,null
Cabriolet,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Renault,1997,23500,"",SPORT SPIDER,Spider 2.0 16V TURBO,"","","",6,l_km_consumption
Coupé,Silver,Oldtimer,"",Schaltgetriebe,Zuzwil,"",Mg,1930,86000,"","",M Roadster,"","","",6,null
Limousine,Blue,Occasion,"",Automat,Zuzwil,"",Bentley,2012,29000,"",CONTINENTAL,Continental FlyingSpur6.0,"","","",5,l_km_consumption
Limousine,Silver,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",BMW,2005,33600,"",M5,M5,"","","",4,l_km_consumption
Coupé,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Ferrari,1998,41300,"",F355,F355 Berlinetta,"","","",7,l_km_consumption
Limousine,Silver,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1989,198000,"",190,190 E 2.5-16 ABS,"","","",1,null
Coupé,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Ferrari,1992,16500,"",MONDIAL,Mondial 3.4 T,"","","",5,null
Coupé,White,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Mclaren,2012,23000,"",12C,MP4-12C Coupé 3.8 V8,"","","",3,l_km_consumption
Cabriolet,Yellow,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Morgan,2006,7100,"",4/4,4/4 1.8,"","","",6,l_km_consumption
Kombi,Other,Occasion,"",Automat sequentiell,Zuzwil,"",Audi,2008,32800,"",RS6,RS6 Avant 5.0 V10 quattro,"","","",6,l_km_consumption
Limousine,Grey,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2001,205500,"",S 55 AMG,S 55 AMG,"","","",7,l_km_consumption
Kombi,Grey,Occasion,"",Automat sequentiell,Zuzwil,"",Audi,2004,93500,"",RS6,RS6 Avant quattro,"","","",1,l_km_consumption
Cabriolet,Grey,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,2007,68900,"",BOXSTER,Boxster S 3.4,"","","",2,l_km_consumption
Limousine,Grey,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Audi,1998,54500,"",S6,S6 quattro 4.2,"","","",5,l_km_consumption
Coupé,Grey,Occasion,"",Automat,Zuzwil,"",Ferrari,2000,68000,"",456,456M GTA,"","","",5,l_km_consumption
Coupé,Green,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Audi,2007,61300,"",R8,R8 Coupé 4.2,"","","",9,l_km_consumption
Limousine,Black,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",BMW,2005,21700,"",M5,M5,"","","",5,l_km_consumption
Cabriolet,Black,Occasion,"",Automat,Zuzwil,"",Chevrolet,1994,68200,"",CORVETTE,Corvette 5.7 LT1 Convert.,"","","",7,l_km_consumption
Coupé,Black,Neu,"",Schaltgetriebe manuell,Zuzwil,"",Lotus,2002,150,"",ESPRIT,Esprit 3.5 V8 SE,"","","",6,l_km_consumption
Coupé,Black,Occasion,"",Schaltgetriebe,Zuzwil,"",Renault,1978,90000,"",Alpine A110,Modell 1400 FASA,"","","",7,null
Cabriolet,Blue,Occasion,"",Automatik-Getriebe,Zuzwil,"",Mercedes-benz,2008,3200,"",SLK 350,SLK 350,"","","",5,l_km_consumption
Cabriolet,Silver,Neu,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2009,160,"",SLK 200,SLK 200 Kompressor,"","","",7,l_km_consumption
Coupé,Silver,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",BMW,2003,35000,"",M3,M3 CSL,"","","",11,l_km_consumption
Coupé,White,Oldtimer,"",Schaltgetriebe,Zuzwil,"",Renault,1979,11200,"",ALPINE,A310 2700 VA,"","","",11,null
Coupé,White,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2001,47500,"",CLK 55 AMG,CLK 55 AMG Avantgarde,"","","",11,l_km_consumption
Limousine,White,Occasion,"",Automat,Zuzwil,"",Bentley,2000,34900,"",ARNAGE,Arnage Green Label,"","","",7,l_km_consumption
Coupé,Blue,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Renault,1981,68900,"",ALPINE,Alpine A310 V6,"","","",5,null
Limousine,Grey,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2006,39800,"",S 65 AMG,S 65 AMG L,"","","",3,l_km_consumption
Limousine,Green,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",BMW,1999,54600,"",M5,M5,"","","",9,l_km_consumption
Coupé,Green,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Ferrari,1994,34000,"",348,348 tb,"","","",3,null
Limousine,Green,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Audi,2010,34800,"",S3,S3 2.0 TFSI quattro,"","","",4,l_km_consumption
Coupé,Blue,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Lamborghini,2002,16000,"",MURCIÉLAGO,Murciélago 6.2 Coupé,"","","",5,l_km_consumption
Cabriolet,Blue,Occasion,"",Schaltgetriebe,Zuzwil,"",Mercedes-benz,1967,47700,"","",SL 250 Pagode,"","","",1,null
Cabriolet,Black,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2003,70000,"",SL 600,SL 600,"","","",4,l_km_consumption
Limousine,Black,Occasion,"",Automat sequentiell,Zuzwil,"",BMW,2007,62000,"",730,730d,"","","",11,l_km_consumption
Limousine,Black,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Maserati,2006,10600,"",QUATTROPORTE,Quattroporte 4.2,"","","",5,l_km_consumption
Kompaktvan / Minivan,Black,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",VW,2008,71700,"",TOURAN,Touran 1.4 TSI Trend,"","","",3,l_km_consumption
Limousine,Silver,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1996,56100,"",E 320,E 320 Elégance,"","","",12,l_km_consumption
Coupé,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",BMW,1996,69800,"",328,328i Coupé,"","","",8,l_km_consumption
Limousine,Silver,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2002,53800,"",E 55 AMG,E 55 AMG Avantgarde,"","","",11,l_km_consumption
Limousine,Silver,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1996,87800,"",E 420,E 420 Avantgarde,"","","",11,l_km_consumption
Kombi,Blue,Occasion,"",Automat,Zuzwil,"",Audi,2008,79700,"",RS6,RS6 Avant 5.0 V10 quattro,"","","",10,l_km_consumption
Limousine,Blue,Occasion,"",null,Zuzwil,"",BMW-alpina,1986,199300,"",5 SERIES,B7 TURBO,"","","",5,null
Coupé,Purple,Occasion,"",Automatik-Getriebe,Zuzwil,"",Ferrari,1999,30300,"",F360,F360 Modena Berlinetta,"","","",8,l_km_consumption
Coupé,Grey,Vorführmodell,"",Automat,Zuzwil,"",Mercedes-benz,2001,100,"",CLK 430,CLK 430 Elégance,"","","",1,l_km_consumption
Kombi,Red,Occasion,"",Automat sequentiell,Zuzwil,"",Audi,2003,47000,"",RS6,RS6 Avant quattro,"","","",9,l_km_consumption
Limousine,Red,Occasion,"",Automatik-Getriebe,Zuzwil,"",Saab,2005,104400,"",9-3,9-3 2.0T Performance,"","","",4,l_km_consumption
Kombi,Red,Occasion,"",Automatik-Getriebe,Zuzwil,"",Volvo,2002,83000,"",V70,V70 2.4T,"","","",4,l_km_consumption
Coupé,Red,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1996,36600,"",CL 600,CL 600,"","","",1,l_km_consumption
Cabriolet,Black,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Audi,2010,37000,"",R8,R8 Spyder 5.2,"","","",4,l_km_consumption
Kombi,Black,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",BMW,1997,38000,"",528,528i Touring,"","","",4,l_km_consumption
Coupé,Black,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,2004,61400,"",911,911 Carrera Jubilé 40,"","","",3,l_km_consumption
Coupé,Black,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2006,25000,"",SLK 55 AMG,Black Series,"","","",10,null
Kombi,Black,Vorführmodell,"",Automat sequentiell,Zuzwil,"",Audi,2004,2300,"",RS6,RS6 Avant quattro,"","","",12,l_km_consumption
Coupé,Black,Occasion,"",Schaltgetriebe,Zuzwil,"",Renault,1973,85000,"",Alpine A110,1300,"","","",7,null
Kombi,Blue,Occasion,"",Automat sequentiell,Zuzwil,"",Audi,2003,88600,"",RS6,RS6 Avant quattro,"","","",3,l_km_consumption
SUV / Geländewagen,Black,Neu,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2007,1,"",ML 500,ML 500 4Matic,"","","",3,l_km_consumption
Coupé,Blue,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,2001,62900,"",911,911 Turbo,"","","",11,l_km_consumption
Limousine,Black,Occasion,"",Automat sequentiell,Zuzwil,"",BMW-alpina,2012,19100,"",5 SERIES,B5 BiTurbo 4.4 V8,"","","",5,l_km_consumption
Kombi,Black,Occasion,"",Automat,Zuzwil,"",BMW,2007,162000,"",320,320d Touring,"","","",8,l_km_consumption
Coupé,Black,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2008,43000,"",CL 65 AMG,CL 65 AMG,"","","",5,l_km_consumption
Limousine,Silver,Occasion,"",Automatik-Getriebe,Zuzwil,"",Audi,1998,57000,"",S8,S8 4.2 quattro,"","","",1,l_km_consumption
Cabriolet,Silver,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1994,111500,"",SL 500,SL 500,"","","",3,null
Cabriolet,Silver,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2008,24000,"",SL 65 AMG,SL 65 AMG,"","","",7,l_km_consumption
Cabriolet,Silver,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1994,111500,"",SL 500,SL 500,"","","",3,null
Cabriolet,Silver,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2002,33000,"",SL 500,SL 500,"","","",4,l_km_consumption
Limousine,Silver,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Audi,2014,3600,"",S7,S7 Sportback 4.0 TFSI V8 quattro,"","","",3,l_km_consumption
Kombi,Blue,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Audi,2001,57500,"",RS4,RS4 Avant quattro,"","","",7,l_km_consumption
Coupé,Silver,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Ferrari,2008,19999,"",F430,F430 Scuderia,"","","",3,l_km_consumption
Limousine,White,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2008,46000,"",S 63 AMG,S 63 AMG L,"","","",4,l_km_consumption
Limousine,White,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2006,62300,"",S 500,S 500 4Matic,"","","",11,l_km_consumption
Limousine,Blue,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Maserati,2004,62700,"",QUATTROPORTE,Quattroporte 4.2,"","","",6,l_km_consumption
Coupé,Yellow,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Ferrari,1989,31700,"",TESTAR./512,Testarossa,"","","",1,null
Coupé,Grey,Occasion,"",Automatik-Getriebe,Zuzwil,"",Ferrari,2006,15900,"",575M,575M,"","","",12,l_km_consumption
Coupé,Grey,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Aston Martin,2012,5000,"",DBS,DBS Coupé,"","","",4,l_km_consumption
Limousine,Grey,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2004,9900,"",S 320,S 320 CDI,"","","",2,l_km_consumption
Limousine,Green,Occasion,"",Automat,Zuzwil,"",Audi,1997,63400,"",A8,A8 4.2 quattro,"","","",10,l_km_consumption
Cabriolet,Green,Occasion,"",Schaltgetriebe,Sursee,"",Ferrari,1974,5000,"",Dino,246 GTS,"","","",3,null
Limousine,Black,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Ford,1990,164400,"",SIERRA,Sierra 2.0i Cosworth 4x4,"","","",9,null
Cabriolet,Black,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2005,42500,"",SLK 55 AMG,SLK 55 AMG,"","","",4,l_km_consumption
SUV / Geländewagen,Black,Occasion,"",Automat,Zuzwil,"",Porsche,2004,69500,"",CAYENNE,Cayenne Turbo,"","","",11,l_km_consumption
Cabriolet,Black,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1992,108100,"",SL 600,SL 600,"","","",9,null
Cabriolet,Black,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2004,33613,"",SL 65 AMG,SL 65 AMG,"","","",9,l_km_consumption
Coupé,Black,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Lamborghini,1997,55000,"",DIABLO,Diablo 5.7,"","","",4,null
Cabriolet,Black,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1998,30400,"",SL 500,SL 500,"","","",2,l_km_consumption
Coupé,Blue,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Toyota,1976,38700,"",CELICA,2000GT,"","","",11,null
Kombi,Black,Occasion,"",Automat,Zuzwil,"",Audi,2000,211000,"",S6,S6 Avant quattro,"","","",10,l_km_consumption
Coupé,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Renault,1984,78000,"",ALPINE,Alpine A310 V6 VFA-2700 VAA,"","","",5,null
Cabriolet,Silver,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Audi,2012,5900,"",R8,R8 GT Spyder 5.2,"","","",6,l_km_consumption
Limousine,Blue,Occasion,"",Automat,Zuzwil,"",Jaguar,1997,161400,"",XJ,XJ 4.0 Sovereign,"","","",3,l_km_consumption
Cabriolet,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,2006,12000,"",CARRERA GT,Carrera GT,"","","",12,l_km_consumption
Cabriolet,Blue,Occasion,"",Automat,Zuzwil,"",Porsche,1999,80400,"",911,911 Carrera 4 Cabrio TECHART,"","","",5,l_km_consumption
Limousine,Silver,Occasion,"",Automat sequentiell,Zuzwil,"",VW,2002,31300,"",PHAETON,Phaeton 6.0 W12 4Motion,"","","",11,l_km_consumption
Limousine,White,Occasion,"",Automat,Zuzwil,"",BMW,1998,85400,"",740,740i,"","","",4,l_km_consumption
Coupé,White,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2003,12200,"",CL 600,CL 600,"","","",9,l_km_consumption
Limousine,White,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2007,15800,"",CLS 63 AMG,CLS 63 AMG,"","","",9,l_km_consumption
Limousine,White,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2010,37500,"",CLS 63 AMG,CLS 63 AMG,"","","",8,l_km_consumption
Cabriolet,Blue,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",VW,2007,27000,"",EOS,Eos 2.0 FSI T,"","","",9,l_km_consumption
Limousine,Blue,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1996,26800,"",E 420,E 420 Elégance,"","","",6,l_km_consumption
Cabriolet,Grey,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Maserati,2002,88500,"",SPYDER GT,Spyder GT,"","","",6,l_km_consumption
Cabriolet,Grey,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2004,105300,"",SL 350,SL 350,"","","",5,l_km_consumption
Kombi,Grey,Occasion,"",Automat sequentiell,Zuzwil,"",Audi,2002,100200,"",RS6,RS6 Avant quattro,"","","",8,l_km_consumption
Coupé,Grey,Occasion,"",Automatik-Getriebe,Zuzwil,"",Porsche,2000,69200,"",911,911 Turbo,"","","",7,l_km_consumption
Coupé,Green,Occasion,"",Schaltgetriebe,Zuzwil,"",Simca,1976,18200,"","",Rallye2,"","","",11,null
Coupé,Green,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Porsche,2007,20900,"",911,911 GT2,"","","",12,l_km_consumption
Cabriolet,Beige,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1996,34000,"",SL 500,SL 500,"","","",6,null
Coupé,Blue,Occasion,"",Automatik-Getriebe,Zuzwil,"",BMW,2002,81900,"",330,330Ci,"","","",3,l_km_consumption
Cabriolet,Red,Occasion,"",Automatik-Getriebe,Zuzwil,"",Porsche,1998,73200,"",BOXSTER,Boxster 2.5,"","","",3,l_km_consumption
Limousine,Black,Occasion,"",Schaltgetriebe,Zuzwil,"",Nissan,1992,98000,"",SUNNY,2.0 16V GTI-R Rallye,"","","",1,null
Limousine,Black,Occasion,"",Automatik-Getriebe,Zuzwil,"",Alfa Romeo,1999,56400,"",166,166 3.0 V6 24V Super,"","","",2,l_km_consumption
Cabriolet,Black,Occasion,"",Automatik-Getriebe,Zuzwil,"",Rolls-royce,1990,47100,"",CORNICHE,III,"","","",6,null
Limousine,Black,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1996,125000,"",S 600,S 600 L,"","","",1,l_km_consumption
Cabriolet,Silver,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,1996,29800,"",SL 500,SL 500,"","","",10,l_km_consumption
SUV / Geländewagen,Silver,Occasion,"",Automat,Zuzwil,"",Land Rover,2006,126300,"",RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,"","","",5,l_km_consumption
Coupé,Silver,Occasion,"",Schaltgetriebe,Zuzwil,"",Renault,1984,172800,"",R5,Alpine Turbo,"","","",8,null
Coupé,Blue,Occasion,"",Automatisiertes Schaltgetriebe,Zuzwil,"",Ferrari,2004,42600,"",F360,F360 Modena Berlinetta,"","","",2,l_km_consumption
Limousine,Silver,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Mercedes-benz,1992,152000,"",190,190 E 2.5-16 ABS,"","","",4,null
Coupé,White,Occasion,"",Schaltgetriebe,Zuzwil,"",Delorean,1981,15000,"","",De Lorean DMC-12,"","","",4,null
Cabriolet,Purple,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2004,23000,"",SL 600,SL 600,"","","",4,l_km_consumption
Limousine,Bronze,Occasion,"",Automat,Zuzwil,"",BMW,1998,33700,"",328,328i,"","","",4,l_km_consumption
Kombi,Other,Occasion,"",Automat sequentiell,Zuzwil,"",Audi,2002,38500,"",RS6,RS6 Avant quattro,"","","",10,l_km_consumption
Limousine,Green,Occasion,"",Automatik-Getriebe,Zuzwil,"",Audi,1998,55000,"",S8,S8 4.2 quattro,"","","",7,l_km_consumption
Kombi,Black,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2004,123300,"",E 500,E 500 Avantgarde,"","","",4,l_km_consumption
Kombi,Black,Occasion,"",Automatik-Getriebe,Zuzwil,"",BMW,2001,120900,"",530,530i Touring,"","","",5,l_km_consumption
Coupé,Black,Occasion,"",Automat,Zuzwil,"",Bentley,1994,60000,"",CONTINENTAL,Continental R Coupé,"","","",1,null
Coupé,Black,Occasion,"",Schaltgetriebe manuell,Sursee,"",Porsche,2011,6300,"",911,911 GT3 RS,"","","",11,l_km_consumption
SUV / Geländewagen,Black,Occasion,"",Automat,Zuzwil,"",Jeep,1996,126200,"",Grand Cherokee,Grand Cherokee 4.0 Ltd.,"","","",12,l_km_consumption
Kombi,Black,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Audi,2000,51800,"",RS4,RS4 Avant quattro,"","","",11,l_km_consumption
Coupé,Blue,Occasion,"",Schaltgetriebe manuell,Zuzwil,"",Alfa Romeo,1984,75000,"",GTV,GTV 6 2.5,"","","",8,null
Coupé,Silver,Occasion,"",Automatik-Getriebe,Zuzwil,"",Porsche,2000,60500,"",911,911 Turbo,"","","",12,l_km_consumption
Coupé,Silver,Occasion,"",Automat sequentiell,Zuzwil,"",Mercedes-benz,2006,72200,"",CL 500,CL 500 Prime Edition,"","","",10,l_km_consumption
Cabriolet,Silver,Occasion,"",Automat,Zuzwil,"",Mercedes-benz,2002,64000,"",SL 500,SL 500,"","","",5,l_km_consumption
SUV / Geländewagen,Silver,Occasion,"",Automat sequentiell,Zuzwil,"",BMW,2005,14700,"",X5,X5 4.4i,"","","",8,l_km_consumption
SUV / Geländewagen,Silver,Occasion,"",Automat,Zuzwil,"",BMW,2001,91000,"",X5,X5 4.4i,"","","",12,l_km_consumption
Coupé,Silver,Occasion,"",Automatik-Getriebe,Zuzwil,"",Ferrari,1999,53600,"",F355,F355 Berlinetta,"","","",7,l_km_consumption
Cabriolet,Silver,Occasion,"",Automat sequentiell,Zuzwil,"",Aston Martin,2013,17000,"",DB9,DB9 Volante,"","","",5,l_km_consumption
